v2,v1
". હવે કાર્ય કરો! તમે $850,000 પ્રાપ્ત કરવા માટે રેન્ડમલી પસંદ કરેલા નસીબદાર વિજેતા છો.",scam
". અભિનંદન! તમને $950,000 જીતવા માટે રેન્ડમલી પસંદ કરવામાં આવ્યા છે. હવે દાવો કરો!",scam
". તમને અમારા રેન્ડમ ડ્રોના વિજેતા તરીકે પસંદ કરવામાં આવ્યા છે! તમારા $550,000 ઇનામનો દાવો કરો.",scam
". હવે કાર્ય કરો! તમે $650,000 પ્રાપ્ત કરવા માટે રેન્ડમલી પસંદ કરેલ વિજેતા છો.",scam
". અભિનંદન! તમને $750,000 જીતવા માટે રેન્ડમલી પસંદ કરવામાં આવ્યા છે. હવે દાવો કરો!",scam
". તમને અમારા રેન્ડમ ડ્રોના વિજેતા તરીકે પસંદ કરવામાં આવ્યા છે! તમારા $850,000 ઇનામનો દાવો કરો.",scam
". ઝડપથી કાર્ય કરો! તમે $500,000 પ્રાપ્ત કરવા માટે રેન્ડમલી પસંદ કરેલા નસીબદાર વિજેતા છો.",scam
". અભિનંદન! તમને $600,000 જીતવા માટે રેન્ડમલી પસંદ કરવામાં આવ્યા છે. હવે દાવો કરો!",scam
". તમને અમારા રેન્ડમ ડ્રોના વિજેતા તરીકે પસંદ કરવામાં આવ્યા છે! તમારા $700,000 ઇનામનો દાવો કરો.",scam
". હવે કાર્ય કરો! તમે $800,000 પ્રાપ્ત કરવા માટે રેન્ડમલી પસંદ કરેલ વિજેતા છો.",scam
". અભિનંદન! તમને $900,000 જીતવા માટે રેન્ડમલી પસંદ કરવામાં આવ્યા છે. હવે દાવો કરો!",scam
". તાત્કાલિક સૂચના: હમણાં તમારા $600,000 ઇનામનો દાવો કરો અથવા તમારી જીત જપ્ત કરો!",scam
". હવે કાર્ય કરો! તમે $250,000 જીત્યા છો. તમારા ઇનામનો દાવો કરવા માટે તાત્કાલિક પગલાંની જરૂર છે.",scam
". આજે જ તમારા $500,000 ઇનામનો દાવો કરો અથવા જીતનો દાવો કરવાની તમારી તક ગુમાવવાનું જોખમ લો!",scam
". તાત્કાલિક સૂચના: તરત જ તમારા $700,000 ઇનામનો દાવો કરો અથવા તમારું ઇનામ જપ્ત કરો.",scam
". હવે કાર્ય કરો! તમે $300,000 જીત્યા છો. તમારા ઇનામનો દાવો કરવા માટે તાત્કાલિક પગલાંની જરૂર છે.",scam
". આજે જ તમારા $800,000 ઇનામનો દાવો કરો અથવા જીતનો દાવો કરવાની તમારી તક ગુમાવવાનું જોખમ લો!",scam
". તાત્કાલિક સૂચના: હમણાં તમારા $900,000 ઇનામનો દાવો કરો અથવા તમારી જીત જપ્ત કરો!",scam
". હવે કાર્ય કરો! તમે $400,000 જીત્યા છો. તમારા ઇનામનો દાવો કરવા માટે તાત્કાલિક પગલાંની જરૂર છે.",scam
". આજે જ તમારા $850,000 ઇનામનો દાવો કરો અથવા જીતનો દાવો કરવાની તમારી તક ગુમાવવાનું જોખમ લો!",scam
". તાત્કાલિક સૂચના: તરત જ તમારા $950,000 ઇનામનો દાવો કરો અથવા તમારું ઇનામ જપ્ત કરો.",scam
". હવે કાર્ય કરો! તમે $550,000 જીત્યા છો. તમારા ઇનામનો દાવો કરવા માટે તાત્કાલિક પગલાંની જરૂર છે.",scam
". આજે જ તમારા $650,000 ઇનામનો દાવો કરો અથવા જીતનો દાવો કરવાની તમારી તક ગુમાવવાનું જોખમ લો!",scam
". તાત્કાલિક સૂચના: હમણાં તમારા $750,000 ઇનામનો દાવો કરો અથવા તમારી જીત ગુમાવો!",scam
". હવે કાર્ય કરો! તમે $850,000 જીત્યા છો. તમારા ઇનામનો દાવો કરવા માટે તાત્કાલિક પગલાંની જરૂર છે.",scam
". આજે જ તમારા $500,000 ઇનામનો દાવો કરો અથવા જીતનો દાવો કરવાની તમારી તક ગુમાવવાનું જોખમ લો!",scam
". તાત્કાલિક સૂચના: તરત જ તમારા $600,000 ઇનામનો દાવો કરો અથવા તમારું ઇનામ જપ્ત કરો.",scam
